"SampleID","n"
"H19110328-001",2
"H19110343-001",24
"H19120015-001",25
"H19120331-001",22
"H20010051-001",15
"H20010136-001",9
"H20010268-001",23
"H20010373-001",3
"H20010491-001",3
"H20010516-001",9
"H20030030-001",21
"H20030493-001",9
"H20030574-001",9
"H20040459-001",27
"H20050259-001",26
"H20060276-001",9
"H20060762-001",11
"H20070372-001",21
"H20070659-001",23
"H20080657-001",3
"H20080692-001",9
"H20080694-001",11
"H20080697-001",21
"H20090476-001",26
"H20090527-001",1
"H20090856-001",23
"H20100105-001",9
"H20100451-001",24
"H20110050-001",27
"H20120204-001",6
"H20120325-001",21
"H20120589-001",23
"H21010315-001",11
"H21010341-001",9
"H21020126-001",22
"H21020391-001",21
"H21030165-001",9
"H21030248-001",21
"H21030560-001",25
"H21030681-001",25
"H21040145-001",21
"H21040149-001",21
"H21040241-001",11
"H21040469-001",9
"H21050063-001",2
"H21050091-001",24
"H21050092-001",23
"H21050363-001",22
"H21050420-001",26
"H21050440-001",9
"H21050440-002",2
"H21050553-001",21
"H21060017-001",21
"H21060090-001",21
"H21060181-001",23
"H21060185-001",28
"H21060314-001",10
"H21060484-001",9
"H21060630-001",11
"H21060729-001",9
"H21060823-001",11
"H21060824-001",21
"H21060858-001",23
"H21070451-001",25
"H21070471-001",1
"H21070684-001",23
"H21080097-001",9
"H21080297-001",26
"H21080685-001",21
"H21080752-001",9
"H21080862-001",22
"H21090139-001",15
"H21090161-001",9
"H21100611-001",9
"H21100647-001",9
"H21100713-001",21
"H21100714-001",3
"H21100715-001",9
"H21100790-001",21
"H21100799-001",21
"H21110215-001",9
"H21110361-001",25
"H21110629-001",11
"H21110639-001",22
"H21120206-001",27
"H21120582-001",22
"H22010488-001",27
"H22010512-001",24
"H22010564-001",11
"H22020290-001",30
"H22030568-001",26
"H22030655-001",9
"H22030680-001",24
"H22040315-001",24
"H22040321-001",5
"H22040322-001",22
"H22040394-001",24
"H22040480-001",24
"H22040552-001",24
"H22040566-001",5
"H22040572-001",5
"H22040577-001",11
"H22040643-001",11
"H22040646-001",11
"H22040673-001",11
"H22050013-001",11
"H22050015-001",23
"H22050028-001",24
"H22050032-001",9
"H22050046-001",24
"H22050078-001",25
"H22050283-001",13
"H22050479-001",3
"H22050486-001",34
"H22060220-001",23
"H22060264-001",34
"H22060403-001",11
"H22070134-001",26
"H22070136-001",22
"H22080457-001",24
"H22080951-001",9
"H22090097-001",22
"H22090349-001",11
"H22090350-001",24
"H22090351-001",24
"H22090383-001",11
"H22090528-001",24
"H22100032-001",22
"H22100230-001",1
"H22100716-001",24
"H22100739-001",3
"H22110446-001",24
"H23010357-001",9
"H23010478-001",22
"H23020565-001",3
"H23040264-001",29
"H23050518-001",25
"H23060024-001",23
"H23060024-002",22
"H23060817-001",5
"H23070367-001",24
"H23070467-001",25
"H23070572-001",3
"H23080371-001",6
"H23080876-001",24
"H23090492-001",12
"H23090784-001",22
"H23090796-001",9
"H23100174-001",4
"H23110227-001",10
"H23110483-001",22
"H23110526-001",22
